Entity,Code,Year,Renewables (% growth)
CIS (EI),,2016,9.767235
CIS (EI),,2017,2.1808028
CIS (EI),,2018,1.917994
CIS (EI),,2019,2.3978472
CIS (EI),,2020,7.2404265
CIS (EI),,2021,2.044201
CIS (EI),,2022,-4.807687
Canada,CAN,1966,10.934221
Canada,CAN,1967,2.2320628
Canada,CAN,1968,1.6994715
Canada,CAN,1969,10.600591
Canada,CAN,1970,4.978156
Canada,CAN,1971,2.7343392
Canada,CAN,1972,11.8046875
Canada,CAN,1973,7.165313
Canada,CAN,1974,8.226395
Canada,CAN,1975,-3.8909793
Canada,CAN,1976,5.396354
Canada,CAN,1977,3.6645532
Canada,CAN,1978,6.85755
Canada,CAN,1979,3.8411736
Canada,CAN,1980,2.8443813
Canada,CAN,1981,6.1260223
Canada,CAN,1982,-2.9782057
Canada,CAN,1983,3.117311
Canada,CAN,1984,7.6194763
Canada,CAN,1985,5.8458686
Canada,CAN,1986,2.3509502
Canada,CAN,1987,1.9257545
Canada,CAN,1988,-2.6993752
Canada,CAN,1989,-5.160427
Canada,CAN,1990,1.943171
Canada,CAN,1991,3.8788915
Canada,CAN,1992,2.711141
Canada,CAN,1993,2.3119211
Canada,CAN,1994,2.00485
Canada,CAN,1995,2.2810817
Canada,CAN,1996,6.132567
Canada,CAN,1997,-1.4555037
Canada,CAN,1998,-4.4134674
Canada,CAN,1999,4.2195916
Canada,CAN,2000,3.3596277
Canada,CAN,2001,-6.6447916
Canada,CAN,2002,5.3067446
Canada,CAN,2003,-3.692788
Canada,CAN,2004,0.83266497
Canada,CAN,2005,6.7942977
Canada,CAN,2006,-2.2307098
Canada,CAN,2007,5.7448745
Canada,CAN,2008,2.892971
Canada,CAN,2009,-1.3215601
Canada,CAN,2010,-3.1122804
Canada,CAN,2011,8.50581
Canada,CAN,2012,2.852738
Canada,CAN,2013,2.7422905
Canada,CAN,2014,-1.7284453
Canada,CAN,2015,3.1341076
Canada,CAN,2016,2.02533
Canada,CAN,2017,2.8018832
Canada,CAN,2018,-1.3647258
Canada,CAN,2019,-0.94103813
Canada,CAN,2020,1.2360573
Canada,CAN,2021,-0.46932697
Canada,CAN,2022,3.6550283
Central America (EI),,1966,10.10325
Central America (EI),,1967,12.926984
Central America (EI),,1968,10.616851
Central America (EI),,1969,10.7238655
Central America (EI),,1970,13.351083
Central America (EI),,1971,3.8962722
Central America (EI),,1972,7.5661063
Central America (EI),,1973,5.2716136
Central America (EI),,1974,12.263036
Central America (EI),,1975,0.000011920929
Central America (EI),,1976,17.913628
Central America (EI),,1977,-0.518471
Central America (EI),,1978,30.595076
Central America (EI),,1979,16.075087
Central America (EI),,1980,13.486958
Central America (EI),,1981,10.269917
Central America (EI),,1982,-1.4376342
Central America (EI),,1983,6.509936
Central America (EI),,1984,13.63647
Central America (EI),,1985,8.647978
Central America (EI),,1986,14.2205715
Central America (EI),,1987,4.028082
Central America (EI),,1988,5.6989193
Central America (EI),,1989,9.892607
Central America (EI),,1990,4.527986
Central America (EI),,1991,-1.5621722
Central America (EI),,1992,-0.42555928
Central America (EI),,1993,9.01866
Central America (EI),,1994,-3.177905
Central America (EI),,1995,-0.7191658
Central America (EI),,1996,13.432205
Central America (EI),,1997,-1.972276
Central America (EI),,1998,-1.1204839
Central America (EI),,1999,20.520247
Central America (EI),,2000,4.78251
Central America (EI),,2001,-7.640892
Central America (EI),,2002,6.4804673
Central America (EI),,2003,4.578173
Central America (EI),,2004,6.0567737
Central America (EI),,2005,6.8743587
Central America (EI),,2006,5.597782
Central America (EI),,2007,1.6633868
Central America (EI),,2008,9.813822
Central America (EI),,2009,-2.4280608
Central America (EI),,2010,12.582564
Central America (EI),,2011,-0.1281619
Central America (EI),,2012,9.313059
Central America (EI),,2013,1.2149811
Central America (EI),,2014,3.6291838
Central America (EI),,2015,8.736205
Central America (EI),,2016,5.653584
Central America (EI),,2017,11.848152
Central America (EI),,2018,4.802561
Central America (EI),,2019,-8.995342
Central America (EI),,2020,11.334443
Central America (EI),,2021,9.613323
Central America (EI),,2022,2.4329424
Chile,CHL,1966,5.412245
Chile,CHL,1967,2.0873308
Chile,CHL,1968,-16.216219
Chile,CHL,1969,12.875175
Chile,CHL,1970,7.0327997
Chile,CHL,1971,13.187826
Chile,CHL,1972,18.707693
Chile,CHL,1973,-2.4365008
Chile,CHL,1974,13.531709
Chile,CHL,1975,0.4524231
Chile,CHL,1976,3.6185741
Chile,CHL,1977,5.6504726
Chile,CHL,1978,4.1566253
Chile,CHL,1979,2.7240515
Chile,CHL,1980,5.754447
Chile,CHL,1981,3.5606742
Chile,CHL,1982,9.576273
Chile,CHL,1983,8.507347
Chile,CHL,1984,3.6147118
Chile,CHL,1985,10.701645
Chile,CHL,1986,7.5011134
Chile,CHL,1987,8.12552
Chile,CHL,1988,-1.5961528
Chile,CHL,1989,-15.684896
Chile,CHL,1990,-8.832586
Chile,CHL,1991,43.053734
Chile,CHL,1992,30.450989
Chile,CHL,1993,2.6195288
Chile,CHL,1994,-1.032567
Chile,CHL,1995,8.104145
Chile,CHL,1996,-8.285075
Chile,CHL,1997,11.147308
Chile,CHL,1998,-17.344421
Chile,CHL,1999,-12.113846
Chile,CHL,2000,36.128307
Chile,CHL,2001,14.245213
Chile,CHL,2002,6.8677783
Chile,CHL,2003,-2.6826859
Chile,CHL,2004,-5.3473115
Chile,CHL,2005,18.983269
Chile,CHL,2006,8.331526
Chile,CHL,2007,-15.549797
Chile,CHL,2008,11.382568
Chile,CHL,2009,2.715838
Chile,CHL,2010,-11.004281
Chile,CHL,2011,-1.3148487
Chile,CHL,2012,5.53174
Chile,CHL,2013,3.0169725
Chile,CHL,2014,9.437883
Chile,CHL,2015,9.104514
Chile,CHL,2016,-3.8188815
Chile,CHL,2017,15.538729
Chile,CHL,2018,13.593841
Chile,CHL,2019,-1.6094863
Chile,CHL,2020,3.7540078
Chile,CHL,2021,2.2194743
Chile,CHL,2022,21.559143
China,CHN,1966,1.759994
China,CHN,1967,-13.79717
China,CHN,1968,17.989063
China,CHN,1969,1.7004848
China,CHN,1970,3.3441067
China,CHN,1971,20.959736
China,CHN,1972,13.330293
China,CHN,1973,11.762333
China,CHN,1974,13.164532
China,CHN,1975,4.6447515
China,CHN,1976,1.3376594
China,CHN,1977,4.3900013
China,CHN,1978,-6.3032866
China,CHN,1979,12.330031
China,CHN,1980,19.905354
China,CHN,1981,12.524664
China,CHN,1982,13.586081
China,CHN,1983,16.130184
China,CHN,1984,0.46026707
China,CHN,1985,6.4192653
China,CHN,1986,2.3391485
China,CHN,1987,5.7913423
China,CHN,1988,9.141529
China,CHN,1989,8.464897
China,CHN,1990,7.0966005
China,CHN,1991,-1.6149521
China,CHN,1992,4.944825
China,CHN,1993,16.226482
China,CHN,1994,10.578656
China,CHN,1995,15.414596
China,CHN,1996,-2.3742616
China,CHN,1997,4.9075723
China,CHN,1998,1.4220357
China,CHN,1999,-1.0651469
China,CHN,2000,13.010704
China,CHN,2001,24.461567
China,CHN,2002,4.4108033
China,CHN,2003,-0.3770709
China,CHN,2004,24.445831
China,CHN,2005,13.579714
China,CHN,2006,11.165274
China,CHN,2007,11.977673
China,CHN,2008,32.700382
China,CHN,2009,0.3653288
China,CHN,2010,17.813396
China,CHN,2011,1.0056376
China,CHN,2012,25.927853
China,CHN,2013,10.07905
China,CHN,2014,17.52937
China,CHN,2015,7.024884
China,CHN,2016,9.250808
China,CHN,2017,9.163785
China,CHN,2018,10.395503
China,CHN,2019,9.401142
China,CHN,2020,7.9532743
China,CHN,2021,12.193513
China,CHN,2022,8.926344
Colombia,COL,1966,11.096943
Colombia,COL,1967,11.481058
Colombia,COL,1968,11.431515
Colombia,COL,1969,11.183
Colombia,COL,1970,11.30507
Colombia,COL,1971,6.123972
Colombia,COL,1972,10.767067
Colombia,COL,1973,8.831
Colombia,COL,1974,13.543499
Colombia,COL,1975,12.843752
Colombia,COL,1976,5.111432
Colombia,COL,1977,2.065432
Colombia,COL,1978,15.348148
Colombia,COL,1979,9.756589
Colombia,COL,1980,8.895683
Colombia,COL,1981,-1.3403296
Colombia,COL,1982,6.8534374
Colombia,COL,1983,0.8419156
Colombia,COL,1984,11.5094185
Colombia,COL,1985,7.545471
Colombia,COL,1986,15.454447
Colombia,COL,1987,8.873606
Colombia,COL,1988,5.4340124
Colombia,COL,1989,9.126306
Colombia,COL,1990,2.6379704
Colombia,COL,1991,0.8110523
Colombia,COL,1992,-19.197994
Colombia,COL,1993,24.865877
Colombia,COL,1994,15.071487
Colombia,COL,1995,-0.11073351
Colombia,COL,1996,10.217404
Colombia,COL,1997,-10.688866
Colombia,COL,1998,-2.0184577
Colombia,COL,1999,9.082211
Colombia,COL,2000,-8.326406
Colombia,COL,2001,2.6115537
Colombia,COL,2002,7.2588444
Colombia,COL,2003,6.4243793
Colombia,COL,2004,5.94157
Colombia,COL,2005,2.800119
Colombia,COL,2006,11.88463
Colombia,COL,2007,3.984058
Colombia,COL,2008,4.1950464
Colombia,COL,2009,-5.824238
Colombia,COL,2010,2.9510021
Colombia,COL,2011,20.584667
Colombia,COL,2012,-0.391829
Colombia,COL,2013,-5.3491354
Colombia,COL,2014,1.9861817
Colombia,COL,2015,0.22596121
Colombia,COL,2016,3.9564729
Colombia,COL,2017,17.954016
Colombia,COL,2018,1.6980767
Colombia,COL,2019,-1.9682348
Colombia,COL,2020,-8.324742
Colombia,COL,2021,19.61267
Colombia,COL,2022,5.7103395
Croatia,HRV,1991,40.911877
Croatia,HRV,1992,-21.321339
Croatia,HRV,1993,4.906881
Croatia,HRV,1994,19.088161
Croatia,HRV,1995,4.611361
Croatia,HRV,1996,38.298965
Croatia,HRV,1997,-25.627243
Croatia,HRV,1998,3.0062795
Croatia,HRV,1999,21.653616
Croatia,HRV,2000,-12.026662
Croatia,HRV,2001,11.256754
Croatia,HRV,2002,-18.50872
Croatia,HRV,2003,-6.726593
Croatia,HRV,2004,39.847553
Croatia,HRV,2005,-7.508576
Croatia,HRV,2006,-5.8431864
Croatia,HRV,2007,-28.200985
Croatia,HRV,2008,23.249447
Croatia,HRV,2009,28.760206
Croatia,HRV,2010,22.77224
Croatia,HRV,2011,-42.70674
Croatia,HRV,2012,4.9493313
Croatia,HRV,2013,72.45193
Croatia,HRV,2014,6.603062
Croatia,HRV,2015,-24.207037
Croatia,HRV,2016,7.5048327
Croatia,HRV,2017,-14.961457
Croatia,HRV,2018,41.75924
Croatia,HRV,2019,-10.120749
Croatia,HRV,2020,2.6336193
Croatia,HRV,2021,24.458694
Croatia,HRV,2022,-12.036621
Czechia,CZE,1966,-5.7425737
Czechia,CZE,1967,-9.873951
Czechia,CZE,1968,-22.610718
Czechia,CZE,1969,-18.373495
Czechia,CZE,1970,42.804432
Czechia,CZE,1971,-29.369444
Czechia,CZE,1972,4.635775
Czechia,CZE,1973,-14.477855
Czechia,CZE,1974,68.27013
Czechia,CZE,1975,-0.27487874
Czechia,CZE,1976,-20.286661
Czechia,CZE,1977,36.030434
Czechia,CZE,1978,-6.964922
Czechia,CZE,1979,25.300539
Czechia,CZE,1980,4.6227574
Czechia,CZE,1981,-14.089197
Czechia,CZE,1982,-18.971378
Czechia,CZE,1983,-0.8982003
Czechia,CZE,1984,-21.571
Czechia,CZE,1985,28.736519
Czechia,CZE,1986,12.268103
Czechia,CZE,1987,31.39658
Czechia,CZE,1988,-14.847869
Czechia,CZE,1989,-21.724628
Czechia,CZE,1990,-29.336578
Czechia,CZE,1991,-6.2015533
Czechia,CZE,1992,30.567753
Czechia,CZE,1993,10.602784
Czechia,CZE,1994,18.424606
Czechia,CZE,1995,39.130783
Czechia,CZE,1996,-2.8975785
Czechia,CZE,1997,2.0476818
Czechia,CZE,1998,-6.8822203
Czechia,CZE,1999,19.982708
Czechia,CZE,2000,3.8217068
Czechia,CZE,2001,4.151261
Czechia,CZE,2002,20.232069
Czechia,CZE,2003,-30.784876
Czechia,CZE,2004,20.175732
Czechia,CZE,2005,1.9859195
Czechia,CZE,2006,17.832184
Czechia,CZE,2007,-2.699399
Czechia,CZE,2008,38.02421
Czechia,CZE,2009,38.32549
Czechia,CZE,2010,24.446095
Czechia,CZE,2011,24.507093
Czechia,CZE,2012,4.9510717
Czechia,CZE,2013,11.230003
Czechia,CZE,2014,2.62326
Czechia,CZE,2015,0.11585951
Czechia,CZE,2016,0.20805597
Czechia,CZE,2017,2.8678298
Czechia,CZE,2018,-2.091378
Czechia,CZE,2019,7.6194644
Czechia,CZE,2020,4.577899
Czechia,CZE,2021,0.8533597
Czechia,CZE,2022,-1.9229293
Denmark,DNK,1966,3.9999962
Denmark,DNK,1967,-3.8461566
Denmark,DNK,1968,-16.000002
Denmark,DNK,1969,4.7619104
Denmark,DNK,1970,9.090912
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-12.5
Denmark,DNK,1976,-9.523809
Denmark,DNK,1977,36.84211
Denmark,DNK,1978,15.384615
Denmark,DNK,1979,16.666662
Denmark,DNK,1980,27.428568
Denmark,DNK,1981,3.139019
Denmark,DNK,1982,6.0869575
Denmark,DNK,1983,91.80329
Denmark,DNK,1984,2.9914498
Denmark,DNK,1985,21.473026
Denmark,DNK,1986,75.23483
Denmark,DNK,1987,28.752445
Denmark,DNK,1988,53.10371
Denmark,DNK,1989,42.719414
Denmark,DNK,1990,46.942665
Denmark,DNK,1991,32.087708
Denmark,DNK,1992,30.664898
Denmark,DNK,1993,22.23891
Denmark,DNK,1994,-2.60939
Denmark,DNK,1995,6.3936114
Denmark,DNK,1996,12.0847225
Denmark,DNK,1997,40.93454
Denmark,DNK,1998,34.012924
Denmark,DNK,1999,11.552752
Denmark,DNK,2000,27.239943
Denmark,DNK,2001,4.9203634
Denmark,DNK,2002,16.125584
Denmark,DNK,2003,18.967258
Denmark,DNK,2004,17.894972
Denmark,DNK,2005,3.0529141
Denmark,DNK,2006,-5.751175
Denmark,DNK,2007,12.171232
Denmark,DNK,2008,-1.9966245
Denmark,DNK,2009,0.071549416
Denmark,DNK,2010,25.333332
Denmark,DNK,2011,22.96474
Denmark,DNK,2012,10.4090805
Denmark,DNK,2013,6.636226
Denmark,DNK,2014,11.499775
Denmark,DNK,2015,4.5770407
Denmark,DNK,2016,-2.5431216
Denmark,DNK,2017,16.391218
Denmark,DNK,2018,-4.370308
Denmark,DNK,2019,10.496473
Denmark,DNK,2020,2.3575783
Denmark,DNK,2021,10.261047
Denmark,DNK,2022,7.8534484
Eastern Africa (EI),,1966,18.52063
Eastern Africa (EI),,1967,-2.1891713
Eastern Africa (EI),,1968,2.6690245
Eastern Africa (EI),,1969,9.921371
Eastern Africa (EI),,1970,43.32833
Eastern Africa (EI),,1971,-20.378548
Eastern Africa (EI),,1972,22.031212
Eastern Africa (EI),,1973,3.294766
Eastern Africa (EI),,1974,26.554203
Eastern Africa (EI),,1975,6.3738227
Eastern Africa (EI),,1976,10.234774
Eastern Africa (EI),,1977,13.926077
Eastern Africa (EI),,1978,-4.4068933
Eastern Africa (EI),,1979,8.384228
Eastern Africa (EI),,1980,-8.479351
Eastern Africa (EI),,1981,4.440081
Eastern Africa (EI),,1982,3.746426
Eastern Africa (EI),,1983,-1.0162532
Eastern Africa (EI),,1984,-2.5018156
Eastern Africa (EI),,1985,4.4005394
Eastern Africa (EI),,1986,-2.2908628
Eastern Africa (EI),,1987,-12.4363785
Eastern Africa (EI),,1988,12.671638
Eastern Africa (EI),,1989,-3.1312287
Eastern Africa (EI),,1990,18.580997
Eastern Africa (EI),,1991,1.8134713
Eastern Africa (EI),,1992,-9.416592
Eastern Africa (EI),,1993,4.4171214
Eastern Africa (EI),,1994,0.13093948
Eastern Africa (EI),,1995,1.5593648
Eastern Africa (EI),,1996,0.17523766
Eastern Africa (EI),,1997,5.0622582
Eastern Africa (EI),,1998,27.662039
Eastern Africa (EI),,1999,5.135846
Eastern Africa (EI),,2000,6.184578
Eastern Africa (EI),,2001,12.982368
Eastern Africa (EI),,2002,8.0276375
Eastern Africa (EI),,2003,2.0145655
Eastern Africa (EI),,2004,2.1392941
Eastern Africa (EI),,2005,3.1334162
Eastern Africa (EI),,2006,5.763626
Eastern Africa (EI),,2007,8.354914
Eastern Africa (EI),,2008,-0.9103775
Eastern Africa (EI),,2009,5.4438233
Eastern Africa (EI),,2010,12.3777275
Eastern Africa (EI),,2011,3.153646
Eastern Africa (EI),,2012,4.706657
Eastern Africa (EI),,2013,6.8820596
Eastern Africa (EI),,2014,8.60523
Eastern Africa (EI),,2015,1.8841624
Eastern Africa (EI),,2016,-4.379928
Eastern Africa (EI),,2017,4.269576
Eastern Africa (EI),,2018,6.002748
Eastern Africa (EI),,2019,2.77524
Eastern Africa (EI),,2020,5.4639816
Eastern Africa (EI),,2021,6.106448
Eastern Africa (EI),,2022,4.017997
Ecuador,ECU,1966,14.457834
Ecuador,ECU,1967,10.175443
Ecuador,ECU,1968,4.4585943
Ecuador,ECU,1969,10.975599
Ecuador,ECU,1970,11.263741
Ecuador,ECU,1971,8.64197
Ecuador,ECU,1972,1.1363626
Ecuador,ECU,1973,-2.2471905
Ecuador,ECU,1974,14.942527
Ecuador,ECU,1975,25.600004
Ecuador,ECU,1976,-3.6624193
Ecuador,ECU,1977,-7.768595
Ecuador,ECU,1978,41.75627
Ecuador,ECU,1979,-10.366625
Ecuador,ECU,1980,22.990131
Ecuador,ECU,1981,-10.665136
Ecuador,ECU,1982,14.890885
Ecuador,ECU,1983,92.2905
Ecuador,ECU,1984,87.855896
Ecuador,ECU,1985,1.4228225
Ecuador,ECU,1986,22.354376
Ecuador,ECU,1987,13.908279
Ecuador,ECU,1988,5.601752
Ecuador,ECU,1989,2.6522994
Ecuador,ECU,1990,0.6598234
Ecuador,ECU,1991,1.7894268
Ecuador,ECU,1992,-2.0161927
Ecuador,ECU,1993,16.820002
Ecuador,ECU,1994,12.996948
Ecuador,ECU,1995,-21.396303
Ecuador,ECU,1996,22.921276
Ecuador,ECU,1997,3.007245
Ecuador,ECU,1998,-0.42976737
Ecuador,ECU,1999,10.30773
Ecuador,ECU,2000,6.0543656
Ecuador,ECU,2001,-7.102382
Ecuador,ECU,2002,6.4153075
Ecuador,ECU,2003,-4.569745
Ecuador,ECU,2004,3.2661438
Ecuador,ECU,2005,-5.791444
Ecuador,ECU,2006,4.145086
Ecuador,ECU,2007,27.248215
Ecuador,ECU,2008,24.272274
Ecuador,ECU,2009,-17.89953
Ecuador,ECU,2010,-5.7148514
Ecuador,ECU,2011,28.432047
Ecuador,ECU,2012,9.88394
Ecuador,ECU,2013,-9.085739
Ecuador,ECU,2014,5.093491
Ecuador,ECU,2015,14.357365
Ecuador,ECU,2016,20.728266
Ecuador,ECU,2017,26.021194
Ecuador,ECU,2018,2.5738597
Ecuador,ECU,2019,18.936396
Ecuador,ECU,2020,-1.6994894
Ecuador,ECU,2021,4.7835827
Ecuador,ECU,2022,-3.6178172
Egypt,EGY,1966,5.3571463
Egypt,EGY,1967,7.7481747
Egypt,EGY,1968,52.58428
Egypt,EGY,1969,32.98968
Egypt,EGY,1970,17.49723
Egypt,EGY,1971,7.634306
Egypt,EGY,1972,2.2767067
Egypt,EGY,1973,-0.17123222
Egypt,EGY,1974,18.696404
Egypt,EGY,1975,11.054909
Egypt,EGY,1976,17.826939
Egypt,EGY,1977,12.921036
Egypt,EGY,1978,9.877753
Egypt,EGY,1979,-3.248781
Egypt,EGY,1980,2.0239115
Egypt,EGY,1981,4.1929603
Egypt,EGY,1982,2.72609
Egypt,EGY,1983,-6.444812
Egypt,EGY,1984,-1.8910468
Egypt,EGY,1985,-5.003935
Egypt,EGY,1986,-1.9239128
Egypt,EGY,1987,-0.027871132
Egypt,EGY,1988,-1.5664101
Egypt,EGY,1989,7.4527144
Egypt,EGY,1990,4.911983
Egypt,EGY,1991,-0.37174225
Egypt,EGY,1992,-1.1698306
Egypt,EGY,1993,2.9846907
Egypt,EGY,1994,6.296754
Egypt,EGY,1995,4.3251395
Egypt,EGY,1996,2.6090026
Egypt,EGY,1997,2.4991274
Egypt,EGY,1998,2.8332353
Egypt,EGY,1999,11.136353
Egypt,EGY,2000,5.992937
Egypt,EGY,2001,2.3473382
Egypt,EGY,2002,-2.6409209
Egypt,EGY,2003,-6.9115934
Egypt,EGY,2004,0.83584785
Egypt,EGY,2005,-1.36047
Egypt,EGY,2006,1.7897964
Egypt,EGY,2007,11.1315365
Egypt,EGY,2008,7.7022195
Egypt,EGY,2009,-7.5834217
Egypt,EGY,2010,-2.8561592
Egypt,EGY,2011,2.3667574
Egypt,EGY,2012,0.94037056
Egypt,EGY,2013,-0.19763708
Egypt,EGY,2014,-0.5650401
Egypt,EGY,2015,5.8650494
Egypt,EGY,2016,1.3300776
Egypt,EGY,2017,-2.0702958
Egypt,EGY,2018,6.217897
Egypt,EGY,2019,24.8075
Egypt,EGY,2020,19.661892
Egypt,EGY,2021,0.62520504
Egypt,EGY,2022,-3.142786
Estonia,EST,1996,-16.666668
Estonia,EST,1997,60.000015
Estonia,EST,1998,50
Estonia,EST,1999,41.666676
Estonia,EST,2000,252.94116
Estonia,EST,2001,-51
Estonia,EST,2002,15.646267
Estonia,EST,2003,32.05881
Estonia,EST,2004,35.857452
Estonia,EST,2005,80.56923
Estonia,EST,2006,27.475607
Estonia,EST,2007,10.252833
Estonia,EST,2008,59.064793
Estonia,EST,2009,127.801346
Estonia,EST,2010,102.312256
Estonia,EST,2011,8.669281
Estonia,EST,2012,23.411442
Estonia,EST,2013,-15.233212
Estonia,EST,2014,15.466225
Estonia,EST,2015,8.795476
Estonia,EST,2016,-0.62592626
Estonia,EST,2017,18.01939
Estonia,EST,2018,16.44081
Estonia,EST,2019,10.398901
Estonia,EST,2020,33.814037
Estonia,EST,2021,3.8957596
Estonia,EST,2022,3.454578
Europe,,1966,8.761191
Europe,,1967,-0.73339343
Europe,,1968,6.4949393
Europe,,1969,1.3660908
Europe,,1970,5.897379
Europe,,1971,1.2115359
Europe,,1972,2.1564364
Europe,,1973,1.2325525
Europe,,1974,7.9110265
Europe,,1975,0.017642975
Europe,,1976,-4.361975
Europe,,1977,17.727352
Europe,,1978,3.605938
Europe,,1979,4.059112
Europe,,1980,-0.38986206
Europe,,1981,1.1181712
Europe,,1982,-2.8300107
Europe,,1983,3.55556
Europe,,1984,3.939116
Europe,,1985,-3.435588
Europe,,1986,-1.6716361
Europe,,1987,5.337012
Europe,,1988,3.9328456
Europe,,1989,-8.818436
Europe,,1990,2.549374
Europe,,1991,1.9044042
Europe,,1992,2.8533459
Europe,,1993,2.625525
Europe,,1994,2.0420074
Europe,,1995,0.9768009
Europe,,1996,-5.5967093
Europe,,1997,4.6340585
Europe,,1998,4.4108987
Europe,,1999,2.550602
Europe,,2000,5.3183317
Europe,,2001,2.524352
Europe,,2002,-6.0061693
Europe,,2003,-2.8519034
Europe,,2004,10.541428
Europe,,2005,4.942155
Europe,,2006,3.3235788
Europe,,2007,7.518673
Europe,,2008,7.878709
Europe,,2009,4.9812913
Europe,,2010,9.094977
Europe,,2011,-0.98333955
Europe,,2012,10.84218
Europe,,2013,6.6117167
Europe,,2014,3.1143785
Europe,,2015,2.4362206
Europe,,2016,2.7017355
Europe,,2017,1.9065976
Europe,,2018,7.0498824
Europe,,2019,2.2697926
Europe,,2020,8.519686
Europe,,2021,1.8505335
Europe,,2022,-0.21756887
Europe (EI),,1966,7.6887965
Europe (EI),,1967,0.08544922
Europe (EI),,1968,3.7336588
Europe (EI),,1969,-1.416868
Europe (EI),,1970,4.9933553
Europe (EI),,1971,1.0188699
Europe (EI),,1972,3.968823
Europe (EI),,1973,1.6229749
Europe (EI),,1974,8.052826
Europe (EI),,1975,2.1354437
Europe (EI),,1976,-7.3819933
Europe (EI),,1977,20.718252
Europe (EI),,1978,-0.053334236
Europe (EI),,1979,5.165589
Europe (EI),,1980,-2.7409017
Europe (EI),,1981,1.1947632
Europe (EI),,1982,-1.0463715
Europe (EI),,1983,2.9671073
Europe (EI),,1984,1.1117339
Europe (EI),,1985,3.6916375
Europe (EI),,1986,-3.0739784
Europe (EI),,1987,8.688414
Europe (EI),,1988,7.1837664
Europe (EI),,1989,-12.514269
Europe (EI),,1990,2.8751612
Europe (EI),,1991,2.1083832
Europe (EI),,1992,3.515637
Europe (EI),,1993,4.353118
Europe (EI),,1994,1.6702056
Europe (EI),,1995,2.0392776
Europe (EI),,1996,-2.422452
Europe (EI),,1997,4.9075127
Europe (EI),,1998,5.468464
Europe (EI),,1999,1.5162706
Europe (EI),,2000,5.212915
Europe (EI),,2001,0.5932331
Europe (EI),,2002,-4.2333364
Europe (EI),,2003,-2.2134066
Europe (EI),,2004,11.058939
Europe (EI),,2005,5.346608
Europe (EI),,2006,4.4694066
Europe (EI),,2007,7.242167
Europe (EI),,2008,10.376728
Europe (EI),,2009,5.0370693
Europe (EI),,2010,12.896204
Europe (EI),,2011,-0.54656863
Europe (EI),,2012,12.54319
Europe (EI),,2013,6.3194394
Europe (EI),,2014,2.4714231
Europe (EI),,2015,5.2934527
Europe (EI),,2016,2.1720886
Europe (EI),,2017,1.7394781
Europe (EI),,2018,7.862997
Europe (EI),,2019,4.2631626
Europe (EI),,2020,7.355571
Europe (EI),,2021,1.146698
Europe (EI),,2022,1.5952587
European Union (27),,1966,9.18324
European Union (27),,1967,-3.3801556
European Union (27),,1968,2.1589756
European Union (27),,1969,-1.5981078
European Union (27),,1970,6.131768
European Union (27),,1971,-0.56996346
European Union (27),,1972,4.776299
European Union (27),,1973,-0.3130138
European Union (27),,1974,7.9181194
European Union (27),,1975,0.86444616
European Union (27),,1976,-12.343025
European Union (27),,1977,32.055794
European Union (27),,1978,-2.412963
European Union (27),,1979,4.73547
European Union (27),,1980,-4.6747866
European Union (27),,1981,-1.3591349
European Union (27),,1982,-1.8835962
European Union (27),,1983,2.0413995
European Union (27),,1984,1.5017271
European Union (27),,1985,2.2093773
European Union (27),,1986,-5.0563993
European Union (27),,1987,9.36234
European Union (27),,1988,5.6554914
European Union (27),,1989,-17.402542
European Union (27),,1990,5.972302
European Union (27),,1991,4.586816
European Union (27),,1992,4.439819
European Union (27),,1993,3.2140493
European Union (27),,1994,3.4414291
European Union (27),,1995,0.7991433
European Union (27),,1996,0.12888908
European Union (27),,1997,4.9650908
European Union (27),,1998,4.5847774
European Union (27),,1999,0.5400181
European Union (27),,2000,6.721723
European Union (27),,2001,6.7460895
European Union (27),,2002,-9.247476
European Union (27),,2003,1.9245386
European Union (27),,2004,11.61021
European Union (27),,2005,3.3762813
European Union (27),,2006,8.97094
European Union (27),,2007,9.371222
European Union (27),,2008,11.872745
European Union (27),,2009,7.3025465
European Union (27),,2010,15.097165
European Union (27),,2011,-0.062555075
European Union (27),,2012,12.441039
European Union (27),,2013,6.429529
European Union (27),,2014,4.265964
European Union (27),,2015,2.4436593
European Union (27),,2016,1.4434576
European Union (27),,2017,1.4233828
European Union (27),,2018,7.680583
European Union (27),,2019,3.0601501
European Union (27),,2020,7.9615116
European Union (27),,2021,2.0330548
European Union (27),,2022,1.6162634
Finland,FIN,1966,10.982716
Finland,FIN,1967,12.026858
Finland,FIN,1968,-9.806305
Finland,FIN,1969,-16.621721
Finland,FIN,1970,8.905053
Finland,FIN,1971,12.143385
Finland,FIN,1972,-2.8182328
Finland,FIN,1973,1.9268155
Finland,FIN,1974,20.068752
Finland,FIN,1975,-3.8883567
Finland,FIN,1976,-22.33805
Finland,FIN,1977,28.475548
Finland,FIN,1978,-19.560528
Finland,FIN,1979,10.937023
Finland,FIN,1980,-6.011897
Finland,FIN,1981,33.643105
Finland,FIN,1982,-4.142624
Finland,FIN,1983,3.7582874
Finland,FIN,1984,-2.4544418
Finland,FIN,1985,-6.892872
